Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS,NObeyesdad,Age_equal_depth,Height_equal_depth,Weight_equal_depth
Female,0.12283623404255317,0.2869471698113206,0.04477611940298504,no,no,3.0,3.0,Frequently,no,2.875583,yes,1.258504,0.0,Sometimes,Public_Transportation,Insufficient_Weight,0,0,0
Female,0.11666034042553186,0.16560377358490586,0.022388059701492546,no,yes,3.0,1.0,Frequently,no,1.387531,no,0.0,0.466169,Sometimes,Public_Transportation,Insufficient_Weight,0,0,0
Female,0.10638297872340424,0.16678867924528307,0.022388059701492546,no,yes,2.71897,1.473088,Frequently,no,1.164644,no,1.235675,0.930926,Sometimes,Public_Transportation,Insufficient_Weight,0,0,0
Female,0.1150468936170213,0.13370188679245265,0.022388059701492546,no,yes,3.0,1.0,Frequently,no,1.848703,no,0.0,0.744555,Sometimes,Public_Transportation,Insufficient_Weight,0,0,0
Male,0.08510638297872342,0.5053320754716983,0.0950186567164179,yes,yes,1.133844,3.0,Sometimes,no,1.325326,no,0.227985,1.708309,Sometimes,Public_Transportation,Insufficient_Weight,0,2,0
Male,0.09414768085106384,0.5724320754716983,0.11285018656716417,yes,yes,2.0,3.16645,Sometimes,no,2.278578,no,1.838881,2.0,Sometimes,Public_Transportation,Insufficient_Weight,0,2,0
Male,0.08510638297872342,0.4748113207547173,0.08326647014925376,yes,yes,1.757466,3.0,Sometimes,no,1.153559,no,0.833976,1.616045,Sometimes,Public_Transportation,Insufficient_Weight,0,2,0
Male,0.12723,0.572377358490566,0.1193833880597015,yes,yes,2.0,3.494849,Sometimes,no,2.976672,no,1.94907,2.0,no,Public_Transportation,Insufficient_Weight,1,2,0
Female,0.16593310638297876,0.41888113207547173,0.08194752238805969,yes,yes,2.979383,3.0,Frequently,no,2.975887,no,0.945093,1.241755,no,Public_Transportation,Insufficient_Weight,1,1,0
Female,0.17467459574468086,0.27140943396226413,0.037688440298507486,no,no,3.0,2.99321,Frequently,no,2.702783,no,1.967234,0.0,no,Public_Transportation,Insufficient_Weight,1,0,0
Female,0.19188176595744683,0.2543113207547174,0.04012415671641789,no,no,2.204914,2.127797,Frequently,no,2.120292,no,0.995735,0.0,no,Public_Transportation,Insufficient_Weight,2,0,0
Female,0.1144041914893617,0.28351698113207524,0.04477611940298504,no,no,3.0,3.0,Frequently,no,2.949419,yes,1.295697,0.0,Sometimes,Public_Transportation,Insufficient_Weight,0,0,0
Female,0.1483282765957447,0.1873792452830192,0.019085582089552244,no,yes,2.927218,1.0,Frequently,no,1.0,no,0.0,0.276592,Sometimes,Public_Transportation,Insufficient_Weight,1,0,0
Female,0.1350034255319149,0.15921698113207583,0.022128731343283525,no,yes,2.88853,1.0,Frequently,no,1.0,no,0.0,0.196224,Sometimes,Public_Transportation,Insufficient_Weight,1,0,0
Female,0.13872161702127656,0.5199018867924532,0.0807134253731343,yes,no,2.890535,3.90779,Frequently,no,1.109115,no,1.548953,0.555468,no,Public_Transportation,Insufficient_Weight,1,2,0
Male,0.13629927659574465,0.7904358490566037,0.1805949701492537,yes,yes,3.0,3.699594,Sometimes,no,2.825629,no,1.699592,0.071028,Sometimes,Automobile,Insufficient_Weight,1,3,0
Female,0.15911693617021277,0.4470490566037735,0.09146312686567165,yes,yes,3.0,3.179995,Frequently,no,1.910378,no,0.480614,0.625079,no,Public_Transportation,Insufficient_Weight,1,1,0
Female,0.09303325531914891,0.2638283018867926,0.008975917910447773,no,yes,2.0,1.075553,Sometimes,no,1.0,no,0.127425,1.679442,Sometimes,Public_Transportation,Insufficient_Weight,0,0,0
Female,0.12620568085106387,0.3834132075471697,0.07482249253731343,no,no,2.530066,3.0,Sometimes,no,1.965237,no,2.0,1.0,Sometimes,Public_Transportation,Insufficient_Weight,0,1,0
Female,0.19146189361702132,0.5473735849056602,0.10938261194029847,yes,yes,2.241606,3.0,Frequently,no,1.846626,no,2.460238,0.814518,no,Public_Transportation,Insufficient_Weight,2,2,0
Female,0.08524982978723405,0.4716981132075473,0.08208955223880593,no,yes,1.003566,3.238258,Frequently,no,1.014634,no,0.783676,1.0,Sometimes,Public_Transportation,Insufficient_Weight,0,1,0
Female,0.4425429574468084,0.4512094339622643,0.08208955223880593,yes,yes,2.652779,3.804944,Frequently,no,1.60114,no,0.174692,0.096982,no,Public_Transportation,Insufficient_Weight,3,1,0
Male,0.05312719148936168,0.45510566037735867,0.08208955223880593,no,yes,2.0,1.630846,Sometimes,no,2.975528,no,0.548991,0.369134,Sometimes,Public_Transportation,Insufficient_Weight,0,1,0
Male,0.08510638297872342,0.6386018867924528,0.09367608208955219,no,yes,2.897899,3.0,Sometimes,no,1.835545,no,1.162519,1.0,Sometimes,Public_Transportation,Insufficient_Weight,0,3,0
Male,0.07185385106382974,0.6815811320754714,0.1479903731343284,yes,yes,2.483979,3.762778,Sometimes,no,2.0,no,2.0,0.930051,no,Automobile,Insufficient_Weight,0,3,0
Female,0.05557100000000004,0.7171094339622641,0.033839783582089555,no,yes,2.945967,3.0,Sometimes,no,2.953192,no,2.830911,1.466667,Sometimes,Public_Transportation,Insufficient_Weight,0,3,0
Male,0.06554240425531915,0.6278415094339622,0.12708520895522385,yes,yes,2.0,4.0,Sometimes,no,2.28525,no,2.0,1.162801,no,Automobile,Insufficient_Weight,0,3,0
Female,0.190865,0.5692283018867927,0.12662429104477613,yes,yes,2.478891,3.371832,Frequently,no,2.004126,no,2.0,0.327376,no,Public_Transportation,Insufficient_Weight,2,2,0
Female,0.08010136170212767,0.6350188679245283,0.08208955223880593,no,yes,2.784464,4.0,Sometimes,no,1.0,no,2.0,1.0,Sometimes,Public_Transportation,Insufficient_Weight,0,3,0
Female,0.11218240425531917,0.4974905660377358,0.08208955223880593,no,yes,1.005578,4.0,Frequently,no,1.0,no,1.683957,0.704978,Sometimes,Public_Transportation,Insufficient_Weight,0,2,0
Female,0.10638297872340424,0.17051886792452864,0.022434940298507455,no,no,2.938031,2.705445,Frequently,no,1.333807,yes,1.877369,0.370973,Sometimes,Public_Transportation,Insufficient_Weight,0,0,0
Male,0.06525808510638298,0.8428943396226414,0.155933223880597,yes,yes,2.842102,3.34175,Sometimes,no,2.0,no,2.511157,0.560351,no,Automobile,Insufficient_Weight,0,3,0
Female,0.19148936170212766,0.4908094339622644,0.0826865,yes,yes,2.0,3.0,Frequently,no,2.685842,no,0.373186,2.0,no,Public_Transportation,Insufficient_Weight,2,2,0
Female,0.08510638297872342,0.4796094339622643,0.08680514179104476,no,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,1.525597,Sometimes,Public_Transportation,Insufficient_Weight,0,2,0
Female,0.10753208510638296,0.20115283018867913,0.005188768656716414,no,yes,1.889199,2.217651,Sometimes,no,2.013605,no,2.075293,1.683261,Sometimes,Public_Transportation,Insufficient_Weight,0,0,0
Male,0.08510638297872342,0.7460358490566037,0.15671641791044777,yes,yes,3.0,4.0,Sometimes,no,2.0,no,2.0,0.0,no,Automobile,Insufficient_Weight,0,3,0
Male,0.07428238297872336,0.7257301886792455,0.15664821641791044,yes,yes,2.943749,4.0,Sometimes,no,2.0,no,2.0,0.128895,no,Automobile,Insufficient_Weight,0,3,0
Male,0.08510638297872342,0.512932075471698,0.10085299999999997,yes,yes,2.33998,3.0,Sometimes,no,2.0,no,0.027433,1.884138,Sometimes,Public_Transportation,Insufficient_Weight,0,2,0
Female,0.1313332127659575,0.2934358490566038,0.0422497089552239,no,no,3.0,2.893778,Frequently,no,1.0,yes,0.769726,0.0,Sometimes,Public_Transportation,Insufficient_Weight,1,0,0
Female,0.11106612765957447,0.15144528301886773,0.022388059701492546,no,yes,3.0,1.0,Frequently,no,1.954889,no,0.0,0.907868,Sometimes,Public_Transportation,Insufficient_Weight,0,0,0
Male,0.08510638297872342,0.5073396226415094,0.09745026119402983,yes,yes,1.950742,3.0,Sometimes,no,1.751723,no,0.201136,1.743319,Sometimes,Public_Transportation,Insufficient_Weight,0,2,0
Male,0.12686106382978724,0.5779962264150944,0.11927119402985076,yes,yes,2.277436,3.502604,Sometimes,no,2.891713,no,1.696294,1.894902,no,Public_Transportation,Insufficient_Weight,1,2,0
Male,0.07618355319148934,0.6043849056603774,0.12459144029850744,yes,yes,2.0,4.0,Sometimes,no,2.369627,no,2.0,1.612466,no,Automobile,Insufficient_Weight,0,3,0
Female,0.15159782978723407,0.5990169811320754,0.12885044029850745,yes,yes,2.371338,3.998766,Frequently,no,2.263466,no,2.0,0.844004,no,Public_Transportation,Insufficient_Weight,1,2,0
Female,0.17091763829787232,0.47966603773584904,0.0928207835820895,yes,yes,2.984425,3.0,Frequently,no,2.044694,no,2.008256,1.250871,no,Public_Transportation,Insufficient_Weight,1,2,0
Female,0.1435072127659574,0.4110415094339621,0.08062627611940298,yes,yes,2.977018,3.193671,Frequently,no,2.482933,no,2.0,1.0,no,Public_Transportation,Insufficient_Weight,1,1,0
Female,0.18185740425531915,0.514077358490566,0.0961288283582089,yes,yes,2.663421,3.0,Frequently,no,1.04111,no,0.794402,1.391948,no,Public_Transportation,Insufficient_Weight,1,2,0
Female,0.16676587234042556,0.26046415094339626,0.039075126865671606,no,no,3.0,1.69608,Frequently,no,2.550307,no,1.098862,0.0,no,Public_Transportation,Insufficient_Weight,1,0,0
Female,0.1922516808510638,0.28039999999999976,0.029805499999999985,no,no,2.753752,2.812377,Frequently,no,2.346647,no,1.612248,0.0,no,Public_Transportation,Insufficient_Weight,2,0,0
Female,0.16020082978723404,0.2686396226415093,0.037383955223880605,no,no,3.0,1.612747,Frequently,no,2.566629,no,1.190465,0.0,no,Public_Transportation,Insufficient_Weight,1,0,0
Female,0.15506380851063828,0.19958113207547212,0.025075373134328338,no,no,2.318355,1.082304,Frequently,no,1.220365,no,0.033328,0.0,no,Public_Transportation,Insufficient_Weight,1,0,0
Female,0.200942255319149,0.27635094339622635,0.04175065671641792,no,no,2.594653,1.882158,Frequently,no,1.916812,no,0.417119,0.0,no,Public_Transportation,Insufficient_Weight,2,0,0
Female,0.17721363829787234,0.2799867924528301,0.04416608208955225,no,no,2.886157,2.326233,Frequently,no,2.306821,no,1.42237,0.0,no,Public_Transportation,Insufficient_Weight,1,0,0
Female,0.10457553191489366,0.34587924528301883,0.04477611940298504,no,yes,3.0,3.0,Sometimes,no,2.924594,yes,1.352558,0.220087,Sometimes,Public_Transportation,Insufficient_Weight,0,1,0
Female,0.10638297872340424,0.20673018867924542,0.023329626865671638,no,yes,3.0,1.989398,Sometimes,no,2.241607,no,0.206025,0.284453,no,Public_Transportation,Insufficient_Weight,0,0,0
Female,0.10750708510638296,0.18217169811320755,0.02291038805970147,no,yes,3.0,1.735493,Sometimes,no,2.318736,no,1.193486,0.74568,no,Public_Transportation,Insufficient_Weight,0,0,0
Female,0.11912851063829782,0.21981320754716993,0.02019614179104473,no,yes,2.967853,1.0,Frequently,no,1.131185,no,0.0,0.504176,Sometimes,Public_Transportation,Insufficient_Weight,0,0,0
Female,0.14893617021276595,0.1320754716981134,0.022388059701492546,no,yes,3.0,1.0,Frequently,no,1.0,no,0.0,0.0,Sometimes,Public_Transportation,Insufficient_Weight,1,0,0
Female,0.12070770212765958,0.28204905660377344,0.04336381343283585,no,no,3.0,2.974568,Frequently,no,1.145761,yes,0.87967,0.0,Sometimes,Public_Transportation,Insufficient_Weight,0,0,0
Female,0.13285870212765954,0.20601132075471718,0.022035858208955206,no,yes,2.619835,1.0,Frequently,no,1.198883,no,0.0,0.751212,Sometimes,Public_Transportation,Insufficient_Weight,1,0,0
Female,0.13941904255319149,0.1385396226415092,0.022388059701492546,no,yes,3.0,1.0,Frequently,no,1.185062,no,0.0,0.076654,Sometimes,Public_Transportation,Insufficient_Weight,1,0,0
Female,0.14893617021276595,0.1320754716981134,0.022388059701492546,no,yes,3.0,1.0,Frequently,no,1.0,no,0.0,0.0,Sometimes,Public_Transportation,Insufficient_Weight,1,0,0
Female,0.17016346808510635,0.45177547169811305,0.09035764925373135,yes,yes,3.0,3.715118,Frequently,no,1.774576,no,0.10297,0.646423,no,Public_Transportation,Insufficient_Weight,1,1,0
Female,0.15477931914893617,0.5423641509433961,0.08566447014925371,yes,yes,3.0,3.489918,Frequently,no,1.326694,no,0.791929,0.128394,no,Public_Transportation,Insufficient_Weight,1,2,0
Female,0.10445614893617022,0.5322566037735852,0.08208955223880593,no,yes,1.053534,3.378859,Sometimes,no,1.0,no,1.853425,0.861809,Sometimes,Public_Transportation,Insufficient_Weight,0,2,0
Male,0.17864902127659577,0.7907509433962261,0.16724732089552236,yes,yes,3.0,3.263201,Sometimes,no,2.233274,no,1.557737,0.000355,Sometimes,Automobile,Insufficient_Weight,1,3,0
Male,0.1081769574468085,0.7568358490566038,0.16615511194029853,yes,yes,3.0,3.994588,Sometimes,no,2.548527,no,1.285976,0.267076,Sometimes,Automobile,Insufficient_Weight,0,3,0
Male,0.15073670212765955,0.6363471698113208,0.14615780597014927,yes,yes,2.530233,3.24934,Sometimes,no,2.387945,no,1.976341,1.672508,no,Automobile,Insufficient_Weight,1,3,0
Male,0.08656951063829788,0.637333962264151,0.09701492537313433,yes,yes,3.0,3.0,Sometimes,no,2.0,no,0.854337,1.0,Sometimes,Public_Transportation,Insufficient_Weight,0,3,0
Female,0.1662358085106383,0.49531132075471707,0.09485614179104479,yes,yes,2.8813,3.087544,Frequently,no,1.24818,no,1.952427,0.427461,no,Public_Transportation,Insufficient_Weight,1,2,0
Male,0.08592387234042553,0.46964905660377365,0.09471844776119404,yes,yes,2.824559,3.0,Sometimes,no,2.0,no,0.533309,1.099764,Sometimes,Public_Transportation,Insufficient_Weight,0,1,0
Female,0.10371470212765954,0.15775283018867947,0.019920492537313372,no,yes,2.762325,1.163666,Sometimes,no,1.30491,no,0.25289,1.001405,Sometimes,Public_Transportation,Insufficient_Weight,0,0,0
Female,0.11088595744680851,0.22260566037735874,0.021898268656716402,no,yes,2.070964,1.0,Sometimes,no,1.676975,no,0.0,1.718513,Sometimes,Public_Transportation,Insufficient_Weight,0,0,0
Female,0.10614002127659578,0.1778547169811322,0.01891826119402984,no,yes,2.68601,1.0,Sometimes,no,1.310074,no,0.0,1.0647,Sometimes,Public_Transportation,Insufficient_Weight,0,0,0
Female,0.11508508510638299,0.41613584905660383,0.08062869402985073,no,yes,2.794197,3.409363,Sometimes,no,1.543021,no,2.0,1.0,Sometimes,Public_Transportation,Insufficient_Weight,0,1,0
Female,0.12055065957446809,0.42706792452830156,0.07541063432835815,no,no,2.720701,3.0,Sometimes,no,2.0,no,1.862235,1.0,Sometimes,Public_Transportation,Insufficient_Weight,0,1,0
Female,0.12251672340425529,0.4101962264150947,0.07556682835820894,no,no,2.880792,3.281391,Sometimes,no,1.960131,no,1.513029,1.0,Sometimes,Public_Transportation,Insufficient_Weight,0,1,0
Female,0.17920582978723404,0.4719056603773586,0.08338376865671643,yes,yes,2.674431,3.0,Frequently,no,2.453384,no,1.321624,1.990617,no,Public_Transportation,Insufficient_Weight,1,1,0
Male,0.13281355319148935,0.5779811320754717,0.11617420149253732,yes,yes,2.0,3.98525,Sometimes,no,2.654078,no,2.113151,2.0,no,Public_Transportation,Insufficient_Weight,1,2,0
Female,0.18376634042553192,0.4784603773584908,0.09408276865671639,yes,yes,2.55996,3.0,Frequently,no,1.990788,no,0.486006,1.561272,no,Public_Transportation,Insufficient_Weight,1,2,0
Female,0.1065356808510638,0.4542018867924531,0.08131131343283582,no,yes,1.212908,3.207071,Sometimes,no,1.029703,no,2.0,1.0,Sometimes,Public_Transportation,Insufficient_Weight,0,1,0
Female,0.0912384042553192,0.49729056603773625,0.08208955223880593,no,yes,1.140615,3.471536,Sometimes,no,1.0,no,2.0,1.0,Sometimes,Public_Transportation,Insufficient_Weight,0,2,0
Female,0.11307295744680851,0.4194528301886793,0.0799548059701492,no,yes,2.562409,3.488342,Sometimes,no,1.67062,no,2.0,1.0,Sometimes,Public_Transportation,Insufficient_Weight,0,1,0
Female,0.2797495744680851,0.3970679245283022,0.0787933134328358,yes,yes,2.004146,3.443456,Frequently,no,2.020764,no,1.078719,1.26729,no,Public_Transportation,Insufficient_Weight,3,1,0
Female,0.24213951063829786,0.3403377358490567,0.052708611940298467,yes,yes,2.690754,3.03779,Frequently,no,2.212296,no,1.616882,0.0,no,Public_Transportation,Insufficient_Weight,2,1,0
Female,0.18867487234042557,0.3875716981132076,0.08525866417910449,yes,yes,3.0,3.642802,Frequently,no,1.995177,no,0.118271,0.065515,no,Public_Transportation,Insufficient_Weight,2,1,0
Male,0.07936006382978722,0.5337018867924526,0.09116763432835817,no,yes,2.051283,2.645858,Sometimes,no,2.35752,no,0.291309,0.897942,Sometimes,Public_Transportation,Insufficient_Weight,0,2,0
Female,0.060315170212766,0.5547547169811318,0.08208955223880593,no,yes,2.19005,3.420618,Sometimes,no,1.356405,no,1.351996,0.98468,Sometimes,Public_Transportation,Insufficient_Weight,0,2,0
Male,0.07493093617021279,0.5810528301886793,0.09771880597014926,no,yes,2.21498,2.64155,Sometimes,no,2.121251,no,0.998391,0.85882,Sometimes,Public_Transportation,Insufficient_Weight,0,2,0
Male,0.08510638297872342,0.6353924528301889,0.093466,no,yes,2.91548,3.0,Sometimes,no,1.777486,no,1.077469,1.0,Sometimes,Public_Transportation,Insufficient_Weight,0,3,0
Male,0.08510638297872342,0.5982226415094338,0.09054335074626868,yes,yes,2.708965,3.0,Sometimes,no,1.873004,no,1.21718,1.0,Sometimes,Public_Transportation,Insufficient_Weight,0,2,0
Male,0.08783508510638299,0.4706358490566038,0.09766097014925373,yes,yes,2.853513,3.0,Sometimes,no,2.0,no,0.680464,1.258881,Sometimes,Public_Transportation,Insufficient_Weight,0,1,0
Male,0.0724490212765958,0.7080188679245283,0.14860879850746267,yes,yes,2.580872,3.887906,Sometimes,no,2.0,no,2.0,0.453649,no,Automobile,Insufficient_Weight,0,3,0
Male,0.1218989361702128,0.6477641509433965,0.14324738805970144,yes,yes,2.508835,3.435905,Sometimes,no,2.076933,no,2.026668,1.443328,no,Automobile,Insufficient_Weight,0,3,0
Male,0.09629434042553192,0.6169603773584904,0.1363876567164179,yes,yes,2.0,3.747163,Sometimes,no,2.575535,no,2.0,1.84383,no,Automobile,Insufficient_Weight,0,3,0
Female,0.09777902127659577,0.3009339622641507,0.027287783582089553,no,yes,2.896562,2.625475,Sometimes,no,2.839558,yes,1.949667,1.253311,no,Public_Transportation,Insufficient_Weight,0,0,0
Female,0.05559804255319151,0.6187339622641512,0.04300017164179104,no,yes,2.911877,3.098399,Sometimes,no,2.196405,no,2.328147,1.55011,Sometimes,Public_Transportation,Insufficient_Weight,0,3,0
Female,0.062314702127659605,0.492354716981132,0.04663154477611936,no,yes,2.910733,3.12544,Sometimes,no,2.204263,no,2.407906,1.403037,Sometimes,Public_Transportation,Insufficient_Weight,0,2,0
Male,0.07996414893617021,0.7625698113207551,0.1558307164179104,yes,yes,2.966126,3.96981,Sometimes,no,2.0,no,2.000088,0.378619,no,Automobile,Insufficient_Weight,0,3,0
Male,0.06984989361702132,0.7009698113207548,0.15376886567164177,yes,yes,2.613249,3.712183,Sometimes,no,2.0,no,2.002997,0.174848,no,Automobile,Insufficient_Weight,0,3,0
Male,0.12751391489361702,0.5888169811320756,0.12321697761194028,yes,yes,2.0,4.0,Sometimes,no,2.542415,no,2.0,1.807465,no,Automobile,Insufficient_Weight,1,2,0
Female,0.19011940425531915,0.5326547169811322,0.11817594029850748,yes,yes,3.0,3.0,Frequently,no,2.00357,no,1.25955,0.417116,no,Public_Transportation,Insufficient_Weight,2,2,0
Male,0.14337168085106378,0.584779245283019,0.11942848507462683,yes,yes,2.627031,3.832911,Sometimes,no,2.993448,no,2.0,1.425903,no,Public_Transportation,Insufficient_Weight,1,2,0
Female,0.1913548936170213,0.549767924528302,0.11848590298507461,yes,yes,3.0,3.0,Frequently,no,2.009796,no,2.0,0.071317,no,Public_Transportation,Insufficient_Weight,2,2,0
Female,0.11313080851063828,0.5305566037735852,0.07948430597014922,no,yes,2.919751,3.576103,Sometimes,no,1.949308,no,1.940182,1.0,Sometimes,Public_Transportation,Insufficient_Weight,0,2,0
Female,0.061936106382978695,0.562698113207547,0.08155557462686563,no,yes,2.494451,3.56544,Sometimes,no,1.491268,no,1.951027,0.956204,Sometimes,Public_Transportation,Insufficient_Weight,0,2,0
Female,0.10789419148936175,0.5789905660377359,0.07984829850746267,no,yes,1.69427,3.266644,Sometimes,no,1.095417,no,2.0,1.0,Sometimes,Public_Transportation,Insufficient_Weight,0,2,0
Female,0.08552280851063832,0.47429811320754744,0.08274976119402982,no,yes,1.601236,3.433908,Sometimes,no,1.055019,no,0.819269,1.030848,Sometimes,Public_Transportation,Insufficient_Weight,0,2,0
Female,0.12204187234042552,0.4716150943396227,0.08196246268656715,no,yes,1.204855,3.531038,Sometimes,no,1.134658,no,2.0,1.0,Sometimes,Public_Transportation,Insufficient_Weight,0,1,0
Female,0.08710806382978725,0.51571320754717,0.08208955223880593,no,yes,1.052699,3.998618,Frequently,no,1.0,no,2.0,1.0,Sometimes,Public_Transportation,Insufficient_Weight,0,2,0
Female,0.10755187234042551,0.25638867924528297,0.026431298507462675,no,no,2.910345,3.0,Frequently,no,1.0,yes,1.461005,0.0,Sometimes,Public_Transportation,Insufficient_Weight,0,0,0
Female,0.14574721276595742,0.14136981132075466,0.022388059701492546,no,yes,2.866383,1.226342,Frequently,no,1.0,no,0.14495,0.0,Sometimes,Public_Transportation,Insufficient_Weight,1,0,0
Female,0.11381399999999997,0.1384339622641506,0.022388059701492546,no,yes,2.913486,1.060796,Frequently,no,1.596212,no,0.108948,0.773087,Sometimes,Public_Transportation,Insufficient_Weight,0,0,0
Male,0.06382978723404253,0.744809433962264,0.15159347014925373,yes,yes,2.432886,3.0,Sometimes,no,2.0,no,2.697949,1.0,no,Automobile,Insufficient_Weight,0,3,0
Male,0.06816844680851064,0.7609905660377358,0.15387675373134324,yes,yes,2.883745,3.595761,Sometimes,no,2.0,no,2.077653,0.714701,no,Automobile,Insufficient_Weight,0,3,0
Male,0.07810774468085108,0.7635962264150944,0.15081679104477608,yes,yes,2.707666,3.737914,Sometimes,no,2.026547,no,2.009397,0.613971,no,Automobile,Insufficient_Weight,0,3,0
Female,0.15555121276595746,0.5106415094339622,0.08208955223880593,yes,yes,2.919584,3.697831,Frequently,no,1.147121,no,0.993058,0.08922,no,Public_Transportation,Insufficient_Weight,1,2,0
Female,0.16400753191489365,0.47956037735849044,0.08332652238805971,yes,yes,2.969205,3.21043,Frequently,no,2.765876,no,0.611037,1.300692,no,Public_Transportation,Insufficient_Weight,1,2,0
Female,0.17397706382978728,0.5046415094339625,0.09322355970149254,yes,yes,2.486189,3.0,Frequently,no,1.064378,no,2.206055,1.958089,no,Public_Transportation,Insufficient_Weight,1,2,0
Female,0.08134974468085104,0.48755849056603795,0.08208955223880593,no,yes,1.642241,3.45259,Sometimes,no,1.099231,no,0.418875,1.0,Sometimes,Public_Transportation,Insufficient_Weight,0,2,0
Female,0.08510638297872342,0.5914433962264152,0.08417203731343281,no,yes,1.567101,3.0,Sometimes,no,1.994139,no,0.107981,1.0,Sometimes,Public_Transportation,Insufficient_Weight,0,2,0
Female,0.09108706382978726,0.4716981132075473,0.08208955223880593,no,yes,1.036414,3.205587,Sometimes,no,1.745959,no,0.115974,1.0,Sometimes,Public_Transportation,Insufficient_Weight,0,1,0
Female,0.09908323404255315,0.2339943396226416,0.016568470149253722,no,yes,1.649974,1.513835,Sometimes,no,1.549974,no,0.227802,1.972926,Sometimes,Public_Transportation,Insufficient_Weight,0,0,0
Female,0.12754346808510642,0.16554528301886773,0.0007597388059701338,no,yes,1.118436,3.0,Sometimes,no,1.997744,no,2.432443,1.626194,Sometimes,Public_Transportation,Insufficient_Weight,1,0,0
Female,0.13309821276595746,0.1589113207547168,0.016929828358208943,no,yes,2.673638,2.779379,Frequently,no,1.249074,no,0.043412,0.403694,Sometimes,Public_Transportation,Insufficient_Weight,1,0,0
Male,0.12480627659574467,0.5855283018867925,0.12216940298507462,yes,yes,2.120185,4.0,Sometimes,no,2.582165,no,2.0,1.510609,no,Automobile,Insufficient_Weight,0,2,0
Male,0.08272495744680847,0.7393943396226414,0.15671641791044777,yes,yes,3.0,3.732126,Sometimes,no,2.0,no,2.000934,0.384662,no,Automobile,Insufficient_Weight,0,3,0
Male,0.09511834042553197,0.7668037735849058,0.14682061940298508,yes,yes,2.34222,3.937099,Sometimes,no,2.311791,no,2.013377,1.128355,no,Automobile,Insufficient_Weight,0,3,0
Male,0.08352121276595748,0.7153622641509436,0.15621652985074624,yes,yes,2.86099,4.0,Sometimes,no,2.0,no,2.0,0.007872,no,Automobile,Insufficient_Weight,0,3,0
Male,0.06384578723404255,0.7020452830188679,0.14509738059701494,yes,yes,2.559571,3.047959,Sometimes,no,2.0,no,2.011646,0.588994,no,Automobile,Insufficient_Weight,0,3,0
Male,0.07153465957446808,0.6730377358490567,0.15107094029850743,yes,yes,2.424977,4.0,Sometimes,no,2.0,no,2.0,0.03921,no,Automobile,Insufficient_Weight,0,3,0
Male,0.08510638297872342,0.4853943396226419,0.08704820149253728,yes,yes,1.786841,3.0,Sometimes,no,1.546856,no,0.512094,1.608265,Sometimes,Public_Transportation,Insufficient_Weight,0,2,0
Male,0.08510638297872342,0.4869943396226417,0.09190044029850741,yes,yes,1.303878,3.0,Sometimes,no,1.755497,no,0.062932,1.672532,Sometimes,Public_Transportation,Insufficient_Weight,0,2,0
Male,0.08510638297872342,0.5459320754716983,0.08918988059701494,yes,yes,1.889883,3.0,Sometimes,no,1.959531,no,0.520407,1.151166,Sometimes,Public_Transportation,Insufficient_Weight,0,2,0
Female,0.10701051063829786,0.23393773584905686,0.039673537313432816,no,no,2.984004,3.0,Frequently,no,1.015249,yes,1.327833,0.0,Sometimes,Public_Transportation,Insufficient_Weight,0,0,0
Female,0.11210806382978727,0.24701886792452843,0.042939873134328344,no,no,3.0,2.975362,Frequently,no,1.246822,yes,0.979701,0.0,Sometimes,Public_Transportation,Insufficient_Weight,0,0,0
Female,0.12651582978723402,0.28949999999999987,0.04477611940298504,no,no,3.0,3.0,Frequently,no,2.487919,yes,1.230441,0.0,Sometimes,Public_Transportation,Insufficient_Weight,0,0,0
Female,0.11998789361702122,0.16103773584905667,0.022388059701492546,no,yes,3.0,1.0,Frequently,no,1.49681,no,0.0,0.513427,Sometimes,Public_Transportation,Insufficient_Weight,0,0,0
Female,0.10638297872340424,0.15398113207547182,0.022388059701492546,no,yes,2.749268,1.394539,Frequently,no,1.322048,no,0.463949,0.800993,Sometimes,Public_Transportation,Insufficient_Weight,0,0,0
Female,0.11563210638297877,0.14281320754716953,0.022388059701492546,no,yes,3.0,1.0,Frequently,no,1.764055,no,0.0,0.560887,Sometimes,Public_Transportation,Insufficient_Weight,0,0,0
Male,0.08510638297872342,0.5091075471698114,0.09917782089552235,yes,yes,1.202075,3.0,Sometimes,no,1.927976,no,0.023574,1.747256,Sometimes,Public_Transportation,Insufficient_Weight,0,2,0
Male,0.09322089361702124,0.5142396226415098,0.11032818656716414,yes,yes,2.0,3.131032,Sometimes,no,2.072194,no,1.487987,2.0,Sometimes,Public_Transportation,Insufficient_Weight,0,2,0
Male,0.08510638297872342,0.5447207547169812,0.08394535074626863,yes,yes,1.871213,3.0,Sometimes,no,1.283738,no,0.684879,1.487223,Sometimes,Public_Transportation,Insufficient_Weight,0,2,0
Male,0.2701825531914893,0.6911283018867924,0.35793854477611936,no,yes,2.341133,1.578521,Sometimes,no,2.0,no,2.0,0.554072,no,Automobile,Overweight_Level_I,3,3,2
